tt0042775	Nacha Regules	6.5	20
tt0042778	The Bells of Nagasaki	7.8	9
tt0042779	Nancy Goes to Rio	6.6	533
tt0042780	Side Street Story	7.4	311
tt0042781	Native Son	6.2	344
tt0042782	The Nevadan	6.3	830
tt0042783	Never Fear	6.4	502
tt0042784	Never a Dull Moment	5.7	585
tt0042786	The Next Voice You Hear...	6.3	836
tt0042788	Night and the City	7.9	12757
tt0042790	No Sad Songs for Me	6.6	435
tt0042791	No Trace	6.2	161
tt0042792	No Way Out	7.4	4801
tt0042793	Saturday Night	6.4	23
tt0042794	No Peace Under the Olive Tree	6.8	226
tt0042795	North of the Great Divide	6.5	141
tt0042797	Only One Night	7.3	11
tt0042798	När Bengt och Anders bytte hustrur	4.7	21
tt0042799	När kärleken kom till byn	4.3	24
tt0042801	The Old Frontier	8.5	9
tt0042802	Old Mother Riley Headmistress	4.4	61
tt0042803	Olivia	7.0	498
tt0042804	Los Olvidados	8.3	19444
tt0042806	Once a Sinner	6.0	85
tt0042807	Once a Thief	6.2	185
tt0042808	One Too Many	6.1	40
tt0042809	One Way Street	6.7	461
tt0042810	Morning Departure	7.0	751
tt0042812	My Daughter Joy	6.8	49
tt0042813	Den opvakte jomfru	4.8	26
tt0042819	Our Very Own	6.7	601
tt0042821	Outcast of Black Mesa	6.3	19
tt0042824	Outrage	6.8	1280
tt0042825	The Outriders	6.1	600
tt0042826	Outside the Wall	6.8	136
tt0042829	Pagan Love Song	5.8	472
tt0042830	Paid in Full	6.2	205
tt0042832	Panic in the Streets	7.3	7494
tt0042835	Paul Temple's Triumph	6.1	99
tt0042837	Peggy	6.6	92
tt0042839	Peppino e Violetta	7.1	18
tt0042840	Pequeñeces	5.9	84
tt0042841	Perfect Strangers	6.0	465
tt0042842	Persiane chiuse	6.5	52
tt0042844	The Petty Girl	6.1	266
tt0042845	Pimpernel Svensson	4.0	34
tt0042846	Pirates of the High Seas	7.0	41
tt0042847	Plavi 9	7.3	71
tt0042848	Please Believe Me	5.8	532
tt0042851	Pool of London	7.1	758
tt0042853	Por la puerta falsa	7.1	17
tt0042856	Prelude to Fame	6.6	116
tt0042857	The Winner's Circle	6.3	29
tt0042858	Pretty Baby	6.5	353
tt0042859	Prima comunione	6.8	194
tt0042862	Bonus on Death	6.4	7
tt0042863	Punchy Cowpunchers	7.6	346
tt0042865	Pygmy Island	6.2	304
tt0042867	Quel fantasma di mio marito	6.5	22
tt0042869	Quicksand	6.6	2274
tt0042870	The Quiet Woman	5.9	188
tt0042874	Radar Secret Service	2.3	824
tt0042876	Rashomon	8.2	160133
tt0042877	The Council of the Gods	6.7	123
tt0042881	The Redhead and the Cowboy	6.3	299
tt0042882	Redwood Forest Trail	5.4	17
tt0042883	The Reformer and the Redhead	6.3	366
tt0042884	Regementets ros	2.8	15
tt0042885	The Return of Jesse James	5.9	115
tt0042886	Return of the Frontiersman	5.7	166
tt0042888	The King of the Neighborhood	7.9	441
tt0042891	Rider from Tucson	6.4	73
tt0042892	Riders of the Range	6.4	129
tt0042893	Riding High	6.1	522
tt0042894	Right Cross	6.0	437
tt0042895	Rio Grande	7.1	15349
tt0042896	Rio Grande Patrol	6.1	106
tt0042897	Rocketship X-M	4.9	2203
tt0042898	The Rocking Horse Winner	7.3	1129
tt0042899	Rocky Mountain	6.8	1064
tt0042901	Rogues of Sherwood Forest	5.5	341
tt0042902	The King of the Bla Bla Bla	6.4	10
tt0042905	Romanzo d'amore	6.4	12
